"","gene","name","Superclass_x","Class_x","Subclass_x"
"842","RVBD1970","lprM","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"843","RVBD1971","mce3F","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"844","RVBD1972","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"845","RVBD1973","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"846","RVBD1974","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"847","RVBD1975","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"848","RVBD1981c","nrdF1","Metabolism","Nucleosides and Nucleotides",""
"849","RVBD1982c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"850","RVBD1988","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"851","RVBD1992c","ctpG","Membrane Transport","Membrane Transport","Cation_transporters"
"852","RVBD1995","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"853","RVBD1996","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"854","RVBD2002","fabG3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Steroids_and_Hopanoids"
"855","RVBD2005c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"856","RVBD2010","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"857","RVBD2021c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"858","RVBD2022c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"859","RVBD2026c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"860","RVBD2028c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"861","RVBD2043c","pncA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","NAD_and_NADP"
"862","RVBD2047c","","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"863","RVBD2048c","pks12","Metabolism","Iron acquisition and metabolism","Siderophores"
"864","RVBD2050","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"865","RVBD2051c","ppm1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"866","RVBD2052c","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"867","RVBD2055c","rpsR","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"868","RVBD2056c","rpsN","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"869","RVBD2057c","rpmG","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"870","RVBD2058c","rpmB","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"871","RVBD2064","cobG","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"872","RVBD2065","cobH","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"873","RVBD2066","cobI","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"874","RVBD2068c","blaC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"875","RVBD2069","sigC","Cellular Processes","Cell Cycle, Cell Division and Death",""
"876","RVBD2070c","cobK","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"877","RVBD2071c","cobM","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"878","RVBD2072c","cobL","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"879","RVBD2082","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"880","RVBD2093c","tatC","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"881","RVBD2094c","tatA","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"882","RVBD2103c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"883","RVBD2109c","prcA","","","Protein_targeting,_sorting,_translocation"
"884","RVBD2110c","prcB","","","Protein_targeting,_sorting,_translocation"
"885","RVBD2121c","hisG","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"886","RVBD2122c","hisE","Metabolism","Amino Acids and Derivatives","Histidine_Metabolism"
"887","RVBD2124c","metH","Metabolism","Carbohydrates","C-1_compound_metabolism"
"888","RVBD2130c","mshC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"889","RVBD2131c","cysQ","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"890","RVBD2136c","uppP","Cell Envelope","Cell Envelope, Capsule and Slime layer","Peptidoglycan_(Bacteria)_or_other_polymers_(Archaea)"
"891","RVBD2139","pyrD","Metabolism","Nucleosides and Nucleotides","Pyrimidines"
"892","RVBD2144c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"893","RVBD2145c","wag31","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"894","RVBD2146c","","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"895","RVBD2146c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"896","RVBD2147c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"897","RVBD2148c","","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"898","RVBD2148c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"899","RVBD2149c","yfiH","Cellular Processes","Cell Cycle, Cell Division and Death",""
"900","RVBD2150c","ftsZ","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"901","RVBD2151c","ftsQ","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"902","RVBD2152c","murC","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"903","RVBD2153c","murG","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"904","RVBD2154c","ftsW","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"905","RVBD2155c","murD","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"906","RVBD2156c","murX","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"907","RVBD2157c","murF","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"908","RVBD2158c","murE","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"909","RVBD2163c","pbpB","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_Division"
"910","RVBD2163c","pbpB","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"911","RVBD2164c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"912","RVBD2165c","RVBD2165c","Cellular Processes","Cell Cycle, Cell Division and Death","Cell_wall_of_Mycobacteria"
"913","RVBD2166c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"914","RVBD2169c","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"915","RVBD2178c","aroG","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"916","RVBD2182c","RVBD2182c","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"917","RVBD2187","fadD15","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"918","RVBD2187","fadD15","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"919","RVBD2188c","pimB","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"920","RVBD2190c","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"921","RVBD2192c","trpD","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"922","RVBD2193","ctaE","Energy","Respiration","Respiratory_chain"
"923","RVBD2194","qcrC","","","Respiratory_Chain"
"924","RVBD2195","qcrA","","","Respiratory_Chain"
"925","RVBD2196","qcrB","","","Respiratory_Chain"
"926","RVBD2198c","mmpS3","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"927","RVBD2199c","","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"928","RVBD2200c","ctaC","Energy","Respiration","Respiratory_chain"
"929","RVBD2201","asnB","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"930","RVBD2202c","adoK","","","Central_Metabolism"
"931","RVBD2205c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"932","RVBD2207","cobT","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"933","RVBD2208","cobS","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"934","RVBD2210c","ilvE","Metabolism","Amino Acids and Derivatives","Branched-chain_amino_acids"
"935","RVBD2210c","ilvE","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"936","RVBD2211c","gcvT","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"937","RVBD2211c","gcvT","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"938","RVBD2215","dlaT","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"939","RVBD2215","dlaT","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"940","RVBD2216","","Cellular Processes","Cell Cycle, Cell Division and Death",""
"941","RVBD2217","lipB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"942","RVBD2218","lipA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"943","RVBD2219","RVBD2219","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"944","RVBD2220","glnA1","Metabolism","Amino Acids and Derivatives","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"945","RVBD2221c","glnE","","","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"946","RVBD2222c","glnA2","Metabolism","Amino Acids and Derivatives","Glutamine,_glutamate,_aspartate,_asparagine;_ammonia_assimilation"
"947","RVBD2225","panB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Coenzyme_A"
"948","RVBD2231c","cobC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"949","RVBD2232","","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"950","RVBD2232","","DNA Processing","DNA Processing","DNA_repair"
"951","RVBD2232","","Metabolism","Metabolite damage and its repair or mitigation",""
"952","RVBD2235","RVBD2235","Energy","Respiration","Biogenesis_of_respiratory_chain_components"
"953","RVBD2236c","cobD","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Tetrapyrroles"
"954","RVBD2241","aceE","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"955","RVBD2241","aceE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"956","RVBD2242","RVBD2242","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"957","RVBD2243","fabD","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"958","RVBD2243","fabD","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"959","RVBD2244","acpM","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"960","RVBD2244","acpM","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"961","RVBD2245","kasA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"962","RVBD2246","kasB","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"963","RVBD2247","accD6","","","Fatty_acids"
"964","RVBD2249c","glpD1","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"965","RVBD2259","adhE2","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"966","RVBD2260","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"967","RVBD2264c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence",""
"968","RVBD2277c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"969","RVBD2285","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"970","RVBD2289","cdh","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"971","RVBD2291","sseB","Metabolism","Sulfur Metabolism",""
"972","RVBD2292c","","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"973","RVBD2292c","","Metabolism","Carbohydrates","C-1_compound_metabolism"
"974","RVBD2292c","","Metabolism","Nucleosides and Nucleotides",""
"975","RVBD2293c","","Metabolism","Amino Acids and Derivatives","Arginine;_urea_cycle,_creatine,_polyamines"
"976","RVBD2293c","","Metabolism","Carbohydrates","C-1_compound_metabolism"
"977","RVBD2293c","","Metabolism","Nucleosides and Nucleotides",""
"978","RVBD2299c","htpG","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"979","RVBD2314c","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_degradation"
"980","RVBD2315c","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_degradation"
"981","RVBD2319c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"982","RVBD2322c","rocD1","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"983","RVBD2332","mez","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"984","RVBD2333c","","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"985","RVBD2334","cysK1","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"986","RVBD2335","cysE","Metabolism","Amino Acids and Derivatives","Lysine,_threonine,_methionine,_and_cysteine"
"987","RVBD2339","mmpL9","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"988","RVBD2343c","dnaG","Cellular Processes","Cell Cycle, Cell Division and Death","DNA_replication"
"989","RVBD2349c","plcC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Host-pathogen_interactions"
"990","RVBD2350c","plcB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Host-pathogen_interactions"
"991","RVBD2351c","plcA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Host-pathogen_interactions"
"992","RVBD2357c","glyS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"993","RVBD2361c","RVBD2361c","","","Cell_wall_of_Mycobacteria"
"994","RVBD2362c","recO","DNA Processing","DNA Processing","DNA_repair"
"995","RVBD2364c","era","Protein Processing","Protein Synthesis",""
"996","RVBD2366c","","Membrane Transport","Membrane Transport","Cation_transporters"
"997","RVBD2367c","","Protein Processing","Protein Synthesis","Translation"
"998","RVBD2372c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"999","RVBD2372c","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1000","RVBD2373c","dnaJ2","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1001","RVBD2373c","dnaJ2","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1002","RVBD2374c","hrcA","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_folding"
"1003","RVBD2374c","hrcA","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"1004","RVBD2377c","mbtH","Metabolism","Iron acquisition and metabolism","Siderophores"
