"","start","end","strand","geneID","start_norm","end_norm"
"4721",5191262,5191330,"-","RVBD0457c-RVBD0458 intergenic region_as",549610,549678
"1890",5191330,5192853,"+","RVBD0458",549678,551201
"18902",5191330,5192853,"-","RVBD0458_as",549678,551201
"1894",5192853,5193344,"+","RVBD0459",551201,551692
"473",5192853,5192853,"+","RVBD0458-RVBD0459 intergenic region",551201,551201
"18942",5192853,5193344,"-","RVBD0459_as",551201,551692
"4731",5192853,5192853,"-","RVBD0458-RVBD0459 intergenic region_as",551201,551201
"4741",5193344,5193404,"+","RVBD0459-RVBD0460 intergenic region",551692,551752
"47411",5193344,5193404,"-","RVBD0459-RVBD0460 intergenic region_as",551692,551752
"1898",5193404,5193643,"+","RVBD0460",551752,551991
"18982",5193404,5193643,"-","RVBD0460_as",551752,551991
"475",5193643,5193681,"+","RVBD0460-RVBD0461 intergenic region",551991,552029
"4751",5193643,5193681,"-","RVBD0460-RVBD0461 intergenic region_as",551991,552029
"1902",5193681,5194205,"+","RVBD0461",552029,552553
"19022",5193681,5194205,"-","RVBD0461_as",552029,552553
"476",5194205,5194269,"+","RVBD0461-RVBD0462 intergenic region",552553,552617
"4761",5194205,5194269,"-","RVBD0461-RVBD0462 intergenic region_as",552553,552617
"1906",5194269,5195663,"+","RVBD0462",552617,554011
"19062",5194269,5195663,"-","RVBD0462_as",552617,554011
"477",5195663,5195671,"+","RVBD0462-RVBD0463 intergenic region",554011,554019
"4771",5195663,5195671,"-","RVBD0462-RVBD0463 intergenic region_as",554011,554019
"1910",5195671,5195964,"+","RVBD0463",554019,554312
"19102",5195671,5195964,"-","RVBD0463_as",554019,554312
"4781",5195964,5195968,"+","RVBD0463-RVBD0464c intergenic region",554312,554316
"47811",5195964,5195968,"-","RVBD0463-RVBD0464c intergenic region_as",554312,554316
"1914",5195968,5196540,"-","RVBD0464c",554316,554888
"19142",5195968,5196540,"+","RVBD0464c_as",554316,554888
"1918",5196537,5197961,"-","RVBD0465c",554885,556309
"19182",5196537,5197961,"+","RVBD0465c_as",554885,556309
"480",5197961,5198113,"+","RVBD0465c-RVBD0466 intergenic region",556309,556461
"4801",5197961,5198113,"-","RVBD0465c-RVBD0466 intergenic region_as",556309,556461
"1922",5198113,5198907,"+","RVBD0466",556461,557255
"19222",5198113,5198907,"-","RVBD0466_as",556461,557255
"481",5198907,5199182,"+","RVBD0466-RVBD0467 intergenic region",557255,557530
"4812",5198907,5199182,"-","RVBD0466-RVBD0467 intergenic region_as",557255,557530
"1926",5199182,5200468,"+","RVBD0467",557530,558816
"19262",5199182,5200468,"-","RVBD0467_as",557530,558816
"4821",5200468,5200550,"+","RVBD0467-RVBD0468 intergenic region",558816,558898
"48211",5200468,5200550,"-","RVBD0467-RVBD0468 intergenic region_as",558816,558898
"1930",5200550,5201410,"+","RVBD0468",558898,559758
"19302",5200550,5201410,"-","RVBD0468_as",558898,559758
"483",5201410,5201543,"+","RVBD0468-RVBD0469 intergenic region",559758,559891
"4831",5201410,5201543,"-","RVBD0468-RVBD0469 intergenic region_as",559758,559891
"1934",5201543,5202403,"+","RVBD0469",559891,560751
"19342",5201543,5202403,"-","RVBD0469_as",559891,560751
"484",5202403,5202503,"+","RVBD0469-RVBD0470c intergenic region",560751,560851
"4841",5202403,5202503,"-","RVBD0469-RVBD0470c intergenic region_as",560751,560851
"1938",5202503,5203366,"-","RVBD0470c",560851,561714
"19382",5202503,5203366,"+","RVBD0470c_as",560851,561714
"485",5203366,5203509,"+","RVBD0470c-RVBD0470A intergenic region",561714,561857
"4851",5203366,5203509,"-","RVBD0470c-RVBD0470A intergenic region_as",561714,561857
"1942",5203509,5203949,"-","RVBD0470A",561857,562297
"19422",5203509,5203949,"+","RVBD0470A_as",561857,562297
"1946",5203880,5204368,"-","RVBD0471c",562228,562716
"19462",5203880,5204368,"+","RVBD0471c_as",562228,562716
"487",5204368,5204378,"+","RVBD0471c-RVBD0472c intergenic region",562716,562726
"4871",5204368,5204378,"-","RVBD0471c-RVBD0472c intergenic region_as",562716,562726
"1950",5204378,5205082,"-","RVBD0472c",562726,563430
"19502",5204378,5205082,"+","RVBD0472c_as",562726,563430
"488",5205082,5205219,"+","RVBD0472c-RVBD0473 intergenic region",563430,563567
"4881",5205082,5205219,"-","RVBD0472c-RVBD0473 intergenic region_as",563430,563567
"1954",5205219,5206589,"+","RVBD0473",563567,564937
"19542",5205219,5206589,"-","RVBD0473_as",563567,564937
"489",5206589,5206676,"+","RVBD0473-RVBD0474 intergenic region",564937,565024
"4891",5206589,5206676,"-","RVBD0473-RVBD0474 intergenic region_as",564937,565024
"1958",5206676,5207098,"+","RVBD0474",565024,565446
"19582",5206676,5207098,"-","RVBD0474_as",565024,565446
"4901",5207098,5207452,"+","RVBD0474-RVBD0475 intergenic region",565446,565800
"49011",5207098,5207452,"-","RVBD0474-RVBD0475 intergenic region_as",565446,565800
"1962",5207452,5208051,"+","RVBD0475",565800,566399
"19622",5207452,5208051,"-","RVBD0475_as",565800,566399
"491",5208051,5208163,"+","RVBD0475-RVBD0476 intergenic region",566399,566511
"4911",5208051,5208163,"-","RVBD0475-RVBD0476 intergenic region_as",566399,566511
"1966",5208163,5208426,"+","RVBD0476",566511,566774
"19662",5208163,5208426,"-","RVBD0476_as",566511,566774
"492",5208426,5208431,"+","RVBD0476-RVBD0477 intergenic region",566774,566779
"4921",5208426,5208431,"-","RVBD0476-RVBD0477 intergenic region_as",566774,566779
"1970",5208431,5208877,"+","RVBD0477",566779,567225
"19702",5208431,5208877,"-","RVBD0477_as",566779,567225
"1974",5208877,5209551,"+","RVBD0478",567225,567899
"493",5208877,5208877,"+","RVBD0477-RVBD0478 intergenic region",567225,567225
"19742",5208877,5209551,"-","RVBD0478_as",567225,567899
"4931",5208877,5208877,"-","RVBD0477-RVBD0478 intergenic region_as",567225,567225
"4941",5209551,5209576,"+","RVBD0478-RVBD0479c intergenic region",567899,567924
"49411",5209551,5209576,"-","RVBD0478-RVBD0479c intergenic region_as",567899,567924
"1978",5209576,5210622,"-","RVBD0479c",567924,568970
"19782",5209576,5210622,"+","RVBD0479c_as",567924,568970
"1982",5210619,5211461,"-","RVBD0480c",568967,569809
"19822",5210619,5211461,"+","RVBD0480c_as",568967,569809
"496",5211461,5211643,"+","RVBD0480c-RVBD0481c intergenic region",569809,569991
"4961",5211461,5211643,"-","RVBD0480c-RVBD0481c intergenic region_as",569809,569991
"1986",5211643,5212167,"-","RVBD0481c",569991,570515
"19862",5211643,5212167,"+","RVBD0481c_as",569991,570515
"497",5212167,5212194,"+","RVBD0481c-RVBD0482 intergenic region",570515,570542
"4971",5212167,5212194,"-","RVBD0481c-RVBD0482 intergenic region_as",570515,570542
"1990",5212194,5213303,"+","RVBD0482",570542,571651
"19902",5212194,5213303,"-","RVBD0482_as",570542,571651
"4981",5213303,5213365,"+","RVBD0482-RVBD0483 intergenic region",571651,571713
"49811",5213303,5213365,"-","RVBD0482-RVBD0483 intergenic region_as",571651,571713
"1994",5213365,5214720,"+","RVBD0483",571713,573068
"19942",5213365,5214720,"-","RVBD0483_as",571713,573068
"1998",5214701,5215456,"-","RVBD0484c",573049,573804
"19981",5214701,5215456,"+","RVBD0484c_as",573049,573804
"500",5215456,5215639,"+","RVBD0484c-RVBD0485 intergenic region",573804,573987
"5001",5215456,5215639,"-","RVBD0484c-RVBD0485 intergenic region_as",573804,573987
"2002",5215639,5216955,"+","RVBD0485",573987,575303
"20022",5215639,5216955,"-","RVBD0485_as",573987,575303
"501",5216955,5217003,"+","RVBD0485-RVBD0486 intergenic region",575303,575351
"5012",5216955,5217003,"-","RVBD0485-RVBD0486 intergenic region_as",575303,575351
"2006",5217003,5218445,"+","RVBD0486",575351,576793
"20061",5217003,5218445,"-","RVBD0486_as",575351,576793
"2010",5218442,5218993,"+","RVBD0487",576790,577341
"20102",5218442,5218993,"-","RVBD0487_as",576790,577341
"503",5218993,5219319,"+","RVBD0487-RVBD0488 intergenic region",577341,577667
"5031",5218993,5219319,"-","RVBD0487-RVBD0488 intergenic region_as",577341,577667
"2014",5219319,5219924,"+","RVBD0488",577667,578272
"20142",5219319,5219924,"-","RVBD0488_as",577667,578272
"504",5219924,5220081,"+","RVBD0488-RVBD0489 intergenic region",578272,578429
"5041",5219924,5220081,"-","RVBD0488-RVBD0489 intergenic region_as",578272,578429
"2018",5220081,5220830,"+","RVBD0489",578429,579178
"20181",5220081,5220830,"-","RVBD0489_as",578429,579178
"505",5220830,5221004,"+","RVBD0489-RVBD0490 intergenic region",579178,579352
"5051",5220830,5221004,"-","RVBD0489-RVBD0490 intergenic region_as",579178,579352
"2022",5221004,5222236,"+","RVBD0490",579352,580584
"20222",5221004,5222236,"-","RVBD0490_as",579352,580584
"5061",5222236,5222464,"+","RVBD0490-RVBD0491 intergenic region",580584,580812
"50611",5222236,5222464,"-","RVBD0490-RVBD0491 intergenic region_as",580584,580812
"2026",5222464,5223147,"+","RVBD0491",580812,581495
"20261",5222464,5223147,"-","RVBD0491_as",580812,581495
"2030",5223144,5225033,"-","RVBD0492c",581492,583381
"20302",5223144,5225033,"+","RVBD0492c_as",581492,583381
"2034",5225030,5225359,"-","RVBD0492A",583378,583707
"20341",5225030,5225359,"+","RVBD0492A_as",583378,583707
"2038",5225356,5226345,"-","RVBD0493c",583704,584693
"20382",5225356,5226345,"+","RVBD0493c_as",583704,584693
"5101",5226345,5226350,"+","RVBD0493c-RVBD0494 intergenic region",584693,584698
"51011",5226345,5226350,"-","RVBD0493c-RVBD0494 intergenic region_as",584693,584698
"2042",5226350,5227078,"+","RVBD0494",584698,585426
"20422",5226350,5227078,"-","RVBD0494_as",584698,585426
"511",5227078,5227079,"+","RVBD0494-RVBD0495c intergenic region",585426,585427
"5111",5227078,5227079,"-","RVBD0494-RVBD0495c intergenic region_as",585426,585427
"2046",5227079,5227969,"-","RVBD0495c",585427,586317
"20461",5227079,5227969,"+","RVBD0495c_as",585427,586317
"512",5227969,5228049,"+","RVBD0495c-RVBD0496 intergenic region",586317,586397
"5121",5227969,5228049,"-","RVBD0495c-RVBD0496 intergenic region_as",586317,586397
"2050",5228049,5229035,"+","RVBD0496",586397,587383
"20502",5228049,5229035,"-","RVBD0496_as",586397,587383
"2054",5229032,5229964,"+","RVBD0497",587380,588312
"20542",5229032,5229964,"-","RVBD0497_as",587380,588312
"5141",5229964,5229980,"+","RVBD0497-RVBD0498 intergenic region",588312,588328
"51411",5229964,5229980,"-","RVBD0497-RVBD0498 intergenic region_as",588312,588328
"2058",5229980,5230822,"+","RVBD0498",588328,589170
"20582",5229980,5230822,"-","RVBD0498_as",588328,589170
"515",5230822,5230838,"+","RVBD0498-RVBD0499 intergenic region",589170,589186
"5151",5230822,5230838,"-","RVBD0498-RVBD0499 intergenic region_as",589170,589186
"2062",5230838,5231713,"+","RVBD0499",589186,590061
"20621",5230838,5231713,"-","RVBD0499_as",589186,590061
"516",5231713,5231738,"+","RVBD0499-RVBD0500 intergenic region",590061,590086
"5161",5231713,5231738,"-","RVBD0499-RVBD0500 intergenic region_as",590061,590086
"2066",5231738,5232625,"+","RVBD0500",590086,590973
"20662",5231738,5232625,"-","RVBD0500_as",590086,590973
"517",5232625,5232766,"+","RVBD0500-RVBD0500A intergenic region",590973,591114
"5171",5232625,5232766,"-","RVBD0500-RVBD0500A intergenic region_as",590973,591114
"2070",5232766,5233002,"+","RVBD0500A",591114,591350
"20702",5232766,5233002,"-","RVBD0500A_as",591114,591350
"5181",5233002,5233130,"+","RVBD0500A-RVBD0500B intergenic region",591350,591478
"51811",5233002,5233130,"-","RVBD0500A-RVBD0500B intergenic region_as",591350,591478
"2074",5233130,5233231,"+","RVBD0500B",591478,591579
"20742",5233130,5233231,"-","RVBD0500B_as",591478,591579
"519",5233231,5233309,"+","RVBD0500B-RVBD0501 intergenic region",591579,591657
"5191",5233231,5233309,"-","RVBD0500B-RVBD0501 intergenic region_as",591579,591657
"2078",5233309,5234439,"+","RVBD0501",591657,592787
"20782",5233309,5234439,"-","RVBD0501_as",591657,592787
"520",5234439,5234446,"+","RVBD0501-RVBD0502 intergenic region",592787,592794
"5201",5234439,5234446,"-","RVBD0501-RVBD0502 intergenic region_as",592787,592794
"2082",5234446,5235522,"+","RVBD0502",592794,593870
"20822",5234446,5235522,"-","RVBD0502_as",592794,593870
"521",5235522,5235526,"+","RVBD0502-RVBD0503c intergenic region",593870,593874
"5211",5235522,5235526,"-","RVBD0502-RVBD0503c intergenic region_as",593870,593874
"2086",5235526,5236434,"-","RVBD0503c",593874,594782
"20862",5235526,5236434,"+","RVBD0503c_as",593874,594782
"5221",5236434,5236457,"+","RVBD0503c-RVBD0504c intergenic region",594782,594805
"52211",5236434,5236457,"-","RVBD0503c-RVBD0504c intergenic region_as",594782,594805
"2090",5236457,5236957,"-","RVBD0504c",594805,595305
"20901",5236457,5236957,"+","RVBD0504c_as",594805,595305
"523",5236957,5237119,"+","RVBD0504c-RVBD0505c intergenic region",595305,595467
"5231",5236957,5237119,"-","RVBD0504c-RVBD0505c intergenic region_as",595305,595467
"2094",5237119,5238240,"-","RVBD0505c",595467,596588
"20942",5237119,5238240,"+","RVBD0505c_as",595467,596588
"524",5238240,5238414,"+","RVBD0505c-RVBD0506 intergenic region",596588,596762
"5241",5238240,5238414,"-","RVBD0505c-RVBD0506 intergenic region_as",596588,596762
"2098",5238414,5238857,"+","RVBD0506",596762,597205
"20982",5238414,5238857,"-","RVBD0506_as",596762,597205
"2102",5238854,5241760,"+","RVBD0507",597202,600108
"21022",5238854,5241760,"-","RVBD0507_as",597202,600108
"2106",5241753,5242046,"+","RVBD0508",600101,600394
"21062",5241753,5242046,"-","RVBD0508_as",600101,600394
"527",5242046,5242096,"+","RVBD0508-RVBD0509 intergenic region",600394,600444
"5271",5242046,5242096,"-","RVBD0508-RVBD0509 intergenic region_as",600394,600444
"2110",5242096,5243502,"+","RVBD0509",600444,601850
"21102",5242096,5243502,"-","RVBD0509_as",600444,601850
"528",5243502,5243512,"+","RVBD0509-RVBD0510 intergenic region",601850,601860
"5281",5243502,5243512,"-","RVBD0509-RVBD0510 intergenic region_as",601850,601860
"2114",5243512,5244441,"+","RVBD0510",601860,602789
"21142",5243512,5244441,"-","RVBD0510_as",601860,602789
"529",5244441,5244474,"+","RVBD0510-RVBD0511 intergenic region",602789,602822
"5291",5244441,5244474,"-","RVBD0510-RVBD0511 intergenic region_as",602789,602822
"2118",5244474,5246171,"+","RVBD0511",602822,604519
"21182",5244474,5246171,"-","RVBD0511_as",602822,604519
"5301",5246171,5246257,"+","RVBD0511-RVBD0512 intergenic region",604519,604605
"53011",5246171,5246257,"-","RVBD0511-RVBD0512 intergenic region_as",604519,604605
"2122",5246257,5247246,"+","RVBD0512",604605,605594
"21222",5246257,5247246,"-","RVBD0512_as",604605,605594
"531",5247246,5247259,"+","RVBD0512-RVBD0513 intergenic region",605594,605607
"5311",5247246,5247259,"-","RVBD0512-RVBD0513 intergenic region_as",605594,605607
"2126",5247259,5247807,"+","RVBD0513",605607,606155
"21262",5247259,5247807,"-","RVBD0513_as",605607,606155
"2130",5247804,5248103,"+","RVBD0514",606152,606451
"21302",5247804,5248103,"-","RVBD0514_as",606152,606451
"533",5248103,5248206,"+","RVBD0514-RVBD0515 intergenic region",606451,606554
"5331",5248103,5248206,"-","RVBD0514-RVBD0515 intergenic region_as",606451,606554
"2134",5248206,5249717,"+","RVBD0515",606554,608065
"21342",5248206,5249717,"-","RVBD0515_as",606554,608065
"2138",5249714,5250190,"-","RVBD0516c",608062,608538
"21382",5249714,5250190,"+","RVBD0516c_as",608062,608538
"535",5250190,5250401,"+","RVBD0516c-RVBD0517 intergenic region",608538,608749
"5351",5250190,5250401,"-","RVBD0516c-RVBD0517 intergenic region_as",608538,608749
"2142",5250401,5251711,"+","RVBD0517",608749,610059
"21422",5250401,5251711,"-","RVBD0517_as",608749,610059
"536",5251711,5251843,"+","RVBD0517-RVBD0518 intergenic region",610059,610191
"5361",5251711,5251843,"-","RVBD0517-RVBD0518 intergenic region_as",610059,610191
"2146",5251843,5252538,"+","RVBD0518",610191,610886
"21462",5251843,5252538,"-","RVBD0518_as",610191,610886
"537",5252538,5252827,"+","RVBD0518-RVBD0519c intergenic region",610886,611175
"5371",5252538,5252827,"-","RVBD0518-RVBD0519c intergenic region_as",610886,611175
"2150",5252827,5253729,"-","RVBD0519c",611175,612077
"21502",5252827,5253729,"+","RVBD0519c_as",611175,612077
"5381",5253729,5253910,"+","RVBD0519c-RVBD0520 intergenic region",612077,612258
"53811",5253729,5253910,"-","RVBD0519c-RVBD0520 intergenic region_as",612077,612258
"2154",5253910,5254260,"+","RVBD0520",612258,612608
"21541",5253910,5254260,"-","RVBD0520_as",612258,612608
"2158",5254253,5254558,"+","RVBD0521",612601,612906
"21581",5254253,5254558,"-","RVBD0521_as",612601,612906
"540",5254558,5254693,"+","RVBD0521-RVBD0522 intergenic region",612906,613041
"5401",5254558,5254693,"-","RVBD0521-RVBD0522 intergenic region_as",612906,613041
"2162",5254693,5255997,"+","RVBD0522",613041,614345
"21622",5254693,5255997,"-","RVBD0522_as",613041,614345
"2166",5255981,5256376,"-","RVBD0523c",614329,614724
"21662",5255981,5256376,"+","RVBD0523c_as",614329,614724
"5421",5256376,5256490,"+","RVBD0523c-RVBD0524 intergenic region",614724,614838
"54211",5256376,5256490,"-","RVBD0523c-RVBD0524 intergenic region_as",614724,614838
"2170",5256490,5257878,"+","RVBD0524",614838,616226
"21702",5256490,5257878,"-","RVBD0524_as",614838,616226
"2174",5257878,5258486,"+","RVBD0525",616226,616834
"543",5257878,5257878,"+","RVBD0524-RVBD0525 intergenic region",616226,616226
"21742",5257878,5258486,"-","RVBD0525_as",616226,616834
"5431",5257878,5257878,"-","RVBD0524-RVBD0525 intergenic region_as",616226,616226
"544",5258486,5258501,"+","RVBD0525-RVBD0526 intergenic region",616834,616849
"5441",5258486,5258501,"-","RVBD0525-RVBD0526 intergenic region_as",616834,616849
"2178",5258501,5259151,"+","RVBD0526",616849,617499
"21781",5258501,5259151,"-","RVBD0526_as",616849,617499
"2182",5259148,5259927,"+","RVBD0527",617496,618275
"21822",5259148,5259927,"-","RVBD0527_as",617496,618275
"5461",5259927,5259960,"+","RVBD0527-RVBD0528 intergenic region",618275,618308
"54611",5259927,5259960,"-","RVBD0527-RVBD0528 intergenic region_as",618275,618308
"2186",5259960,5261549,"+","RVBD0528",618308,619897
"21861",5259960,5261549,"-","RVBD0528_as",618308,619897
"2190",5261546,5262520,"+","RVBD0529",619894,620868
"21902",5261546,5262520,"-","RVBD0529_as",619894,620868
"548",5262520,5262562,"+","RVBD0529-RVBD0530 intergenic region",620868,620910
"5481",5262520,5262562,"-","RVBD0529-RVBD0530 intergenic region_as",620868,620910
"2194",5262562,5263779,"+","RVBD0530",620910,622127
"21942",5262562,5263779,"-","RVBD0530_as",620910,622127
"2198",5263776,5263937,"-","RVBD0530Ac",622124,622285
"21982",5263776,5263937,"+","RVBD0530Ac_as",622124,622285
"5501",5263937,5263984,"+","RVBD0530Ac-RVBD0531 intergenic region",622285,622332
"55011",5263937,5263984,"-","RVBD0530Ac-RVBD0531 intergenic region_as",622285,622332
"2202",5263984,5264301,"+","RVBD0531",622332,622649
"22022",5263984,5264301,"-","RVBD0531_as",622332,622649
"551",5264301,5264448,"+","RVBD0531-RVBD0532 intergenic region",622649,622796
"5511",5264301,5264448,"-","RVBD0531-RVBD0532 intergenic region_as",622649,622796
"2206",5264448,5266232,"+","RVBD0532",622796,624580
"22062",5264448,5266232,"-","RVBD0532_as",622796,624580
