"","start","end","strand","seqnames","unique_row_ID"
"1675",5561252,5561802,"+","H37Rv",3347
"9696",5561252,5561802,"-","H37Rv",3348
"1676",5561802,5562352,"+","H37Rv",3349
"9697",5561802,5562352,"-","H37Rv",3350
"1677",5562352,5562902,"+","H37Rv",3351
"9698",5562352,5562902,"-","H37Rv",3352
"1678",5562902,5563452,"+","H37Rv",3353
"9699",5562902,5563452,"-","H37Rv",3354
"1679",5563452,5564002,"+","H37Rv",3355
"9700",5563452,5564002,"-","H37Rv",3356
"1680",5564002,5564552,"+","H37Rv",3357
"9701",5564002,5564552,"-","H37Rv",3358
"1681",5564552,5565102,"+","H37Rv",3359
"9702",5564552,5565102,"-","H37Rv",3360
"1682",5565102,5565652,"+","H37Rv",3361
"9703",5565102,5565652,"-","H37Rv",3362
"1683",5565652,5566202,"+","H37Rv",3363
"9704",5565652,5566202,"-","H37Rv",3364
"1684",5566202,5566752,"+","H37Rv",3365
"9705",5566202,5566752,"-","H37Rv",3366
"1685",5566752,5567302,"+","H37Rv",3367
"9706",5566752,5567302,"-","H37Rv",3368
"1686",5567302,5567852,"+","H37Rv",3369
"9707",5567302,5567852,"-","H37Rv",3370
"1687",5567852,5568402,"+","H37Rv",3371
"9708",5567852,5568402,"-","H37Rv",3372
"1688",5568402,5568952,"+","H37Rv",3373
"9709",5568402,5568952,"-","H37Rv",3374
"1689",5568952,5569502,"+","H37Rv",3375
"9710",5568952,5569502,"-","H37Rv",3376
"1690",5569502,5570052,"+","H37Rv",3377
"9711",5569502,5570052,"-","H37Rv",3378
"1691",5570052,5570602,"+","H37Rv",3379
"9712",5570052,5570602,"-","H37Rv",3380
"1692",5570602,5571152,"+","H37Rv",3381
"9713",5570602,5571152,"-","H37Rv",3382
"1693",5571152,5571702,"+","H37Rv",3383
"9714",5571152,5571702,"-","H37Rv",3384
"1694",5571702,5572252,"+","H37Rv",3385
"9715",5571702,5572252,"-","H37Rv",3386
"1695",5572252,5572802,"+","H37Rv",3387
"9716",5572252,5572802,"-","H37Rv",3388
"1696",5572802,5573352,"+","H37Rv",3389
"9717",5572802,5573352,"-","H37Rv",3390
"1697",5573352,5573902,"+","H37Rv",3391
"9718",5573352,5573902,"-","H37Rv",3392
"1698",5573902,5574452,"+","H37Rv",3393
"9719",5573902,5574452,"-","H37Rv",3394
"1699",5574452,5575002,"+","H37Rv",3395
"9720",5574452,5575002,"-","H37Rv",3396
"1700",5575002,5575552,"+","H37Rv",3397
"9721",5575002,5575552,"-","H37Rv",3398
"1701",5575552,5576102,"+","H37Rv",3399
"9722",5575552,5576102,"-","H37Rv",3400
"1702",5576102,5576652,"+","H37Rv",3401
"9723",5576102,5576652,"-","H37Rv",3402
"1703",5576652,5577202,"+","H37Rv",3403
"9724",5576652,5577202,"-","H37Rv",3404
"1704",5577202,5577752,"+","H37Rv",3405
"9725",5577202,5577752,"-","H37Rv",3406
"1705",5577752,5578302,"+","H37Rv",3407
"9726",5577752,5578302,"-","H37Rv",3408
"1706",5578302,5578852,"+","H37Rv",3409
"9727",5578302,5578852,"-","H37Rv",3410
"1707",5578852,5579402,"+","H37Rv",3411
"9728",5578852,5579402,"-","H37Rv",3412
"1708",5579402,5579952,"+","H37Rv",3413
"9729",5579402,5579952,"-","H37Rv",3414
"1709",5579952,5580502,"+","H37Rv",3415
"9730",5579952,5580502,"-","H37Rv",3416
"1710",5580502,5581052,"+","H37Rv",3417
"9731",5580502,5581052,"-","H37Rv",3418
"1711",5581052,5581602,"+","H37Rv",3419
"9732",5581052,5581602,"-","H37Rv",3420
"1712",5581602,5582152,"+","H37Rv",3421
"9733",5581602,5582152,"-","H37Rv",3422
"1713",5582152,5582702,"+","H37Rv",3423
"9734",5582152,5582702,"-","H37Rv",3424
"1714",5582702,5583252,"+","H37Rv",3425
"9735",5582702,5583252,"-","H37Rv",3426
"1715",5583252,5583802,"+","H37Rv",3427
"9736",5583252,5583802,"-","H37Rv",3428
"1716",5583802,5584352,"+","H37Rv",3429
"9737",5583802,5584352,"-","H37Rv",3430
"1717",5584352,5584902,"+","H37Rv",3431
"9738",5584352,5584902,"-","H37Rv",3432
"1718",5584902,5585452,"+","H37Rv",3433
"9739",5584902,5585452,"-","H37Rv",3434
"1719",5585452,5586002,"+","H37Rv",3435
"9740",5585452,5586002,"-","H37Rv",3436
"1720",5586002,5586552,"+","H37Rv",3437
"9741",5586002,5586552,"-","H37Rv",3438
"1721",5586552,5587102,"+","H37Rv",3439
"9742",5586552,5587102,"-","H37Rv",3440
"1722",5587102,5587652,"+","H37Rv",3441
"9743",5587102,5587652,"-","H37Rv",3442
"1723",5587652,5588202,"+","H37Rv",3443
"9744",5587652,5588202,"-","H37Rv",3444
"1724",5588202,5588752,"+","H37Rv",3445
"9745",5588202,5588752,"-","H37Rv",3446
"1725",5588752,5589302,"+","H37Rv",3447
"9746",5588752,5589302,"-","H37Rv",3448
"1726",5589302,5589852,"+","H37Rv",3449
"9747",5589302,5589852,"-","H37Rv",3450
"1727",5589852,5590402,"+","H37Rv",3451
"9748",5589852,5590402,"-","H37Rv",3452
"1728",5590402,5590952,"+","H37Rv",3453
"9749",5590402,5590952,"-","H37Rv",3454
"1729",5590952,5591502,"+","H37Rv",3455
"9750",5590952,5591502,"-","H37Rv",3456
"1730",5591502,5592052,"+","H37Rv",3457
"9751",5591502,5592052,"-","H37Rv",3458
"1731",5592052,5592602,"+","H37Rv",3459
"9752",5592052,5592602,"-","H37Rv",3460
"1732",5592602,5593152,"+","H37Rv",3461
"9753",5592602,5593152,"-","H37Rv",3462
"1733",5593152,5593702,"+","H37Rv",3463
"9754",5593152,5593702,"-","H37Rv",3464
"1734",5593702,5594252,"+","H37Rv",3465
"9755",5593702,5594252,"-","H37Rv",3466
"1735",5594252,5594802,"+","H37Rv",3467
"9756",5594252,5594802,"-","H37Rv",3468
"1736",5594802,5595352,"+","H37Rv",3469
"9757",5594802,5595352,"-","H37Rv",3470
"1737",5595352,5595902,"+","H37Rv",3471
"9758",5595352,5595902,"-","H37Rv",3472
"1738",5595902,5596452,"+","H37Rv",3473
"9759",5595902,5596452,"-","H37Rv",3474
"1739",5596452,5597002,"+","H37Rv",3475
"9760",5596452,5597002,"-","H37Rv",3476
"1740",5597002,5597552,"+","H37Rv",3477
"9761",5597002,5597552,"-","H37Rv",3478
"1741",5597552,5598102,"+","H37Rv",3479
"9762",5597552,5598102,"-","H37Rv",3480
"1742",5598102,5598652,"+","H37Rv",3481
"9763",5598102,5598652,"-","H37Rv",3482
"1743",5598652,5599202,"+","H37Rv",3483
"9764",5598652,5599202,"-","H37Rv",3484
"1744",5599202,5599752,"+","H37Rv",3485
"9765",5599202,5599752,"-","H37Rv",3486
"1745",5599752,5600302,"+","H37Rv",3487
"9766",5599752,5600302,"-","H37Rv",3488
"1746",5600302,5600852,"+","H37Rv",3489
"9767",5600302,5600852,"-","H37Rv",3490
"1747",5600852,5601402,"+","H37Rv",3491
"9768",5600852,5601402,"-","H37Rv",3492
"1748",5601402,5601952,"+","H37Rv",3493
"9769",5601402,5601952,"-","H37Rv",3494
"1749",5601952,5602502,"+","H37Rv",3495
"9770",5601952,5602502,"-","H37Rv",3496
"1750",5602502,5603052,"+","H37Rv",3497
"9771",5602502,5603052,"-","H37Rv",3498
"1751",5603052,5603602,"+","H37Rv",3499
"9772",5603052,5603602,"-","H37Rv",3500
"1752",5603602,5604152,"+","H37Rv",3501
"9773",5603602,5604152,"-","H37Rv",3502
"1753",5604152,5604702,"+","H37Rv",3503
"9774",5604152,5604702,"-","H37Rv",3504
"1754",5604702,5605252,"+","H37Rv",3505
"9775",5604702,5605252,"-","H37Rv",3506
"1755",5605252,5605802,"+","H37Rv",3507
"9776",5605252,5605802,"-","H37Rv",3508
"1756",5605802,5606352,"+","H37Rv",3509
"9777",5605802,5606352,"-","H37Rv",3510
"1757",5606352,5606902,"+","H37Rv",3511
"9778",5606352,5606902,"-","H37Rv",3512
"1758",5606902,5607452,"+","H37Rv",3513
"9779",5606902,5607452,"-","H37Rv",3514
"1759",5607452,5608002,"+","H37Rv",3515
"9780",5607452,5608002,"-","H37Rv",3516
"1760",5608002,5608552,"+","H37Rv",3517
"9781",5608002,5608552,"-","H37Rv",3518
"1761",5608552,5609102,"+","H37Rv",3519
"9782",5608552,5609102,"-","H37Rv",3520
"1762",5609102,5609652,"+","H37Rv",3521
"9783",5609102,5609652,"-","H37Rv",3522
"1763",5609652,5610202,"+","H37Rv",3523
"9784",5609652,5610202,"-","H37Rv",3524
"1764",5610202,5610752,"+","H37Rv",3525
"9785",5610202,5610752,"-","H37Rv",3526
"1765",5610752,5611302,"+","H37Rv",3527
"9786",5610752,5611302,"-","H37Rv",3528
"1766",5611302,5611852,"+","H37Rv",3529
"9787",5611302,5611852,"-","H37Rv",3530
"1767",5611852,5612402,"+","H37Rv",3531
"9788",5611852,5612402,"-","H37Rv",3532
"1768",5612402,5612952,"+","H37Rv",3533
"9789",5612402,5612952,"-","H37Rv",3534
"1769",5612952,5613502,"+","H37Rv",3535
"9790",5612952,5613502,"-","H37Rv",3536
"1770",5613502,5614052,"+","H37Rv",3537
"9791",5613502,5614052,"-","H37Rv",3538
"1771",5614052,5614602,"+","H37Rv",3539
"9792",5614052,5614602,"-","H37Rv",3540
"1772",5614602,5615152,"+","H37Rv",3541
"9793",5614602,5615152,"-","H37Rv",3542
"1773",5615152,5615702,"+","H37Rv",3543
"9794",5615152,5615702,"-","H37Rv",3544
"1774",5615702,5616252,"+","H37Rv",3545
"9795",5615702,5616252,"-","H37Rv",3546
"1775",5616252,5616802,"+","H37Rv",3547
"9796",5616252,5616802,"-","H37Rv",3548
"1776",5616802,5617352,"+","H37Rv",3549
"9797",5616802,5617352,"-","H37Rv",3550
"1777",5617352,5617902,"+","H37Rv",3551
"9798",5617352,5617902,"-","H37Rv",3552
"1778",5617902,5618452,"+","H37Rv",3553
"9799",5617902,5618452,"-","H37Rv",3554
"1779",5618452,5619002,"+","H37Rv",3555
"9800",5618452,5619002,"-","H37Rv",3556
"1780",5619002,5619552,"+","H37Rv",3557
"9801",5619002,5619552,"-","H37Rv",3558
"1781",5619552,5620102,"+","H37Rv",3559
"9802",5619552,5620102,"-","H37Rv",3560
"1782",5620102,5620652,"+","H37Rv",3561
"9803",5620102,5620652,"-","H37Rv",3562
"1783",5620652,5621202,"+","H37Rv",3563
"9804",5620652,5621202,"-","H37Rv",3564
"1784",5621202,5621752,"+","H37Rv",3565
"9805",5621202,5621752,"-","H37Rv",3566
"1785",5621752,5622302,"+","H37Rv",3567
"9806",5621752,5622302,"-","H37Rv",3568
"1786",5622302,5622852,"+","H37Rv",3569
"9807",5622302,5622852,"-","H37Rv",3570
"1787",5622852,5623402,"+","H37Rv",3571
"9808",5622852,5623402,"-","H37Rv",3572
"1788",5623402,5623952,"+","H37Rv",3573
"9809",5623402,5623952,"-","H37Rv",3574
"1789",5623952,5624502,"+","H37Rv",3575
"9810",5623952,5624502,"-","H37Rv",3576
"1790",5624502,5625052,"+","H37Rv",3577
"9811",5624502,5625052,"-","H37Rv",3578
"1791",5625052,5625602,"+","H37Rv",3579
"9812",5625052,5625602,"-","H37Rv",3580
"1792",5625602,5626152,"+","H37Rv",3581
"9813",5625602,5626152,"-","H37Rv",3582
"1793",5626152,5626702,"+","H37Rv",3583
"9814",5626152,5626702,"-","H37Rv",3584
"1794",5626702,5627252,"+","H37Rv",3585
"9815",5626702,5627252,"-","H37Rv",3586
"1795",5627252,5627802,"+","H37Rv",3587
"9816",5627252,5627802,"-","H37Rv",3588
"1796",5627802,5628352,"+","H37Rv",3589
"9817",5627802,5628352,"-","H37Rv",3590
"1797",5628352,5628902,"+","H37Rv",3591
"9818",5628352,5628902,"-","H37Rv",3592
"1798",5628902,5629452,"+","H37Rv",3593
"9819",5628902,5629452,"-","H37Rv",3594
"1799",5629452,5630002,"+","H37Rv",3595
"9820",5629452,5630002,"-","H37Rv",3596
"1800",5630002,5630552,"+","H37Rv",3597
"9821",5630002,5630552,"-","H37Rv",3598
"1801",5630552,5631102,"+","H37Rv",3599
"9822",5630552,5631102,"-","H37Rv",3600
"1802",5631102,5631652,"+","H37Rv",3601
"9823",5631102,5631652,"-","H37Rv",3602
"1803",5631652,5632202,"+","H37Rv",3603
"9824",5631652,5632202,"-","H37Rv",3604
"1804",5632202,5632752,"+","H37Rv",3605
"9825",5632202,5632752,"-","H37Rv",3606
"1805",5632752,5633302,"+","H37Rv",3607
"9826",5632752,5633302,"-","H37Rv",3608
"1806",5633302,5633852,"+","H37Rv",3609
"9827",5633302,5633852,"-","H37Rv",3610
"1807",5633852,5634402,"+","H37Rv",3611
"9828",5633852,5634402,"-","H37Rv",3612
"1808",5634402,5634952,"+","H37Rv",3613
"9829",5634402,5634952,"-","H37Rv",3614
"1809",5634952,5635502,"+","H37Rv",3615
"9830",5634952,5635502,"-","H37Rv",3616
"1810",5635502,5636052,"+","H37Rv",3617
"9831",5635502,5636052,"-","H37Rv",3618
"1811",5636052,5636602,"+","H37Rv",3619
"9832",5636052,5636602,"-","H37Rv",3620
"1812",5636602,5637152,"+","H37Rv",3621
"9833",5636602,5637152,"-","H37Rv",3622
"1813",5637152,5637702,"+","H37Rv",3623
"9834",5637152,5637702,"-","H37Rv",3624
"1814",5637702,5638252,"+","H37Rv",3625
"9835",5637702,5638252,"-","H37Rv",3626
"1815",5638252,5638802,"+","H37Rv",3627
"9836",5638252,5638802,"-","H37Rv",3628
"1816",5638802,5639352,"+","H37Rv",3629
"9837",5638802,5639352,"-","H37Rv",3630
"1817",5639352,5639902,"+","H37Rv",3631
"9838",5639352,5639902,"-","H37Rv",3632
"1818",5639902,5640452,"+","H37Rv",3633
"9839",5639902,5640452,"-","H37Rv",3634
"1819",5640452,5641002,"+","H37Rv",3635
"9840",5640452,5641002,"-","H37Rv",3636
"1820",5641002,5641552,"+","H37Rv",3637
"9841",5641002,5641552,"-","H37Rv",3638
"1821",5641552,5642102,"+","H37Rv",3639
"9842",5641552,5642102,"-","H37Rv",3640
"1822",5642102,5642652,"+","H37Rv",3641
"9843",5642102,5642652,"-","H37Rv",3642
"1823",5642652,5643202,"+","H37Rv",3643
"9844",5642652,5643202,"-","H37Rv",3644
"1824",5643202,5643752,"+","H37Rv",3645
"9845",5643202,5643752,"-","H37Rv",3646
"1825",5643752,5644302,"+","H37Rv",3647
"9846",5643752,5644302,"-","H37Rv",3648
"1826",5644302,5644852,"+","H37Rv",3649
"9847",5644302,5644852,"-","H37Rv",3650
"1827",5644852,5645402,"+","H37Rv",3651
"9848",5644852,5645402,"-","H37Rv",3652
"1828",5645402,5645952,"+","H37Rv",3653
"9849",5645402,5645952,"-","H37Rv",3654
"1829",5645952,5646502,"+","H37Rv",3655
"9850",5645952,5646502,"-","H37Rv",3656
"1830",5646502,5647052,"+","H37Rv",3657
"9851",5646502,5647052,"-","H37Rv",3658
"1831",5647052,5647602,"+","H37Rv",3659
"9852",5647052,5647602,"-","H37Rv",3660
"1832",5647602,5648152,"+","H37Rv",3661
"9853",5647602,5648152,"-","H37Rv",3662
"1833",5648152,5648702,"+","H37Rv",3663
"9854",5648152,5648702,"-","H37Rv",3664
"1834",5648702,5649252,"+","H37Rv",3665
"9855",5648702,5649252,"-","H37Rv",3666
"1835",5649252,5649802,"+","H37Rv",3667
"9856",5649252,5649802,"-","H37Rv",3668
"1836",5649802,5650352,"+","H37Rv",3669
"9857",5649802,5650352,"-","H37Rv",3670
"1837",5650352,5650902,"+","H37Rv",3671
"9858",5650352,5650902,"-","H37Rv",3672
"1838",5650902,5651452,"+","H37Rv",3673
"9859",5650902,5651452,"-","H37Rv",3674
"1839",5651452,5652002,"+","H37Rv",3675
"9860",5651452,5652002,"-","H37Rv",3676
"1840",5652002,5652552,"+","H37Rv",3677
"9861",5652002,5652552,"-","H37Rv",3678
"1841",5652552,5653102,"+","H37Rv",3679
"9862",5652552,5653102,"-","H37Rv",3680
"1842",5653102,5653652,"+","H37Rv",3681
"9863",5653102,5653652,"-","H37Rv",3682
"1843",5653652,5654202,"+","H37Rv",3683
"9864",5653652,5654202,"-","H37Rv",3684
"1844",5654202,5654752,"+","H37Rv",3685
"9865",5654202,5654752,"-","H37Rv",3686
"1845",5654752,5655302,"+","H37Rv",3687
"9866",5654752,5655302,"-","H37Rv",3688
"1846",5655302,5655852,"+","H37Rv",3689
"9867",5655302,5655852,"-","H37Rv",3690
"1847",5655852,5656402,"+","H37Rv",3691
"9868",5655852,5656402,"-","H37Rv",3692
"1848",5656402,5656952,"+","H37Rv",3693
"9869",5656402,5656952,"-","H37Rv",3694
"1849",5656952,5657502,"+","H37Rv",3695
"9870",5656952,5657502,"-","H37Rv",3696
"1850",5657502,5658052,"+","H37Rv",3697
"9871",5657502,5658052,"-","H37Rv",3698
"1851",5658052,5658602,"+","H37Rv",3699
"9872",5658052,5658602,"-","H37Rv",3700
"1852",5658602,5659152,"+","H37Rv",3701
"9873",5658602,5659152,"-","H37Rv",3702
"1853",5659152,5659702,"+","H37Rv",3703
"9874",5659152,5659702,"-","H37Rv",3704
"1854",5659702,5660252,"+","H37Rv",3705
"9875",5659702,5660252,"-","H37Rv",3706
"1855",5660252,5660802,"+","H37Rv",3707
"9876",5660252,5660802,"-","H37Rv",3708
"1856",5660802,5661352,"+","H37Rv",3709
"9877",5660802,5661352,"-","H37Rv",3710
"1857",5661352,5661902,"+","H37Rv",3711
"9878",5661352,5661902,"-","H37Rv",3712
"1858",5661902,5662452,"+","H37Rv",3713
"9879",5661902,5662452,"-","H37Rv",3714
"1859",5662452,5663002,"+","H37Rv",3715
"9880",5662452,5663002,"-","H37Rv",3716
"1860",5663002,5663552,"+","H37Rv",3717
"9881",5663002,5663552,"-","H37Rv",3718
"1861",5663552,5664102,"+","H37Rv",3719
"9882",5663552,5664102,"-","H37Rv",3720
"1862",5664102,5664652,"+","H37Rv",3721
"9883",5664102,5664652,"-","H37Rv",3722
"1863",5664652,5665202,"+","H37Rv",3723
"9884",5664652,5665202,"-","H37Rv",3724
"1864",5665202,5665752,"+","H37Rv",3725
"9885",5665202,5665752,"-","H37Rv",3726
"1865",5665752,5666302,"+","H37Rv",3727
"9886",5665752,5666302,"-","H37Rv",3728
"1866",5666302,5666852,"+","H37Rv",3729
"9887",5666302,5666852,"-","H37Rv",3730
"1867",5666852,5667402,"+","H37Rv",3731
"9888",5666852,5667402,"-","H37Rv",3732
"1868",5667402,5667952,"+","H37Rv",3733
"9889",5667402,5667952,"-","H37Rv",3734
"1869",5667952,5668502,"+","H37Rv",3735
"9890",5667952,5668502,"-","H37Rv",3736
"1870",5668502,5669052,"+","H37Rv",3737
"9891",5668502,5669052,"-","H37Rv",3738
"1871",5669052,5669602,"+","H37Rv",3739
"9892",5669052,5669602,"-","H37Rv",3740
"1872",5669602,5670152,"+","H37Rv",3741
"9893",5669602,5670152,"-","H37Rv",3742
"1873",5670152,5670702,"+","H37Rv",3743
"9894",5670152,5670702,"-","H37Rv",3744
"1874",5670702,5671252,"+","H37Rv",3745
"9895",5670702,5671252,"-","H37Rv",3746
"1875",5671252,5671802,"+","H37Rv",3747
"9896",5671252,5671802,"-","H37Rv",3748
"1876",5671802,5672352,"+","H37Rv",3749
"9897",5671802,5672352,"-","H37Rv",3750
"1877",5672352,5672902,"+","H37Rv",3751
"9898",5672352,5672902,"-","H37Rv",3752
"1878",5672902,5673452,"+","H37Rv",3753
"9899",5672902,5673452,"-","H37Rv",3754
"1879",5673452,5674002,"+","H37Rv",3755
"9900",5673452,5674002,"-","H37Rv",3756
"1880",5674002,5674552,"+","H37Rv",3757
"9901",5674002,5674552,"-","H37Rv",3758
"1881",5674552,5675102,"+","H37Rv",3759
"9902",5674552,5675102,"-","H37Rv",3760
"1882",5675102,5675652,"+","H37Rv",3761
"9903",5675102,5675652,"-","H37Rv",3762
"1883",5675652,5676202,"+","H37Rv",3763
"9904",5675652,5676202,"-","H37Rv",3764
"1884",5676202,5676752,"+","H37Rv",3765
"9905",5676202,5676752,"-","H37Rv",3766
"1885",5676752,5677302,"+","H37Rv",3767
"9906",5676752,5677302,"-","H37Rv",3768
"1886",5677302,5677852,"+","H37Rv",3769
"9907",5677302,5677852,"-","H37Rv",3770
"1887",5677852,5678402,"+","H37Rv",3771
"9908",5677852,5678402,"-","H37Rv",3772
"1888",5678402,5678952,"+","H37Rv",3773
"9909",5678402,5678952,"-","H37Rv",3774
"1889",5678952,5679502,"+","H37Rv",3775
"9910",5678952,5679502,"-","H37Rv",3776
"1890",5679502,5680052,"+","H37Rv",3777
"9911",5679502,5680052,"-","H37Rv",3778
"1891",5680052,5680602,"+","H37Rv",3779
"9912",5680052,5680602,"-","H37Rv",3780
"1892",5680602,5681152,"+","H37Rv",3781
"9913",5680602,5681152,"-","H37Rv",3782
"1893",5681152,5681702,"+","H37Rv",3783
"9914",5681152,5681702,"-","H37Rv",3784
"1894",5681702,5682252,"+","H37Rv",3785
"9915",5681702,5682252,"-","H37Rv",3786
"1895",5682252,5682802,"+","H37Rv",3787
"9916",5682252,5682802,"-","H37Rv",3788
"1896",5682802,5683352,"+","H37Rv",3789
"9917",5682802,5683352,"-","H37Rv",3790
"1897",5683352,5683902,"+","H37Rv",3791
"9918",5683352,5683902,"-","H37Rv",3792
"1898",5683902,5684452,"+","H37Rv",3793
"9919",5683902,5684452,"-","H37Rv",3794
"1899",5684452,5685002,"+","H37Rv",3795
"9920",5684452,5685002,"-","H37Rv",3796
"1900",5685002,5685552,"+","H37Rv",3797
"9921",5685002,5685552,"-","H37Rv",3798
"1901",5685552,5686102,"+","H37Rv",3799
"9922",5685552,5686102,"-","H37Rv",3800
"1902",5686102,5686652,"+","H37Rv",3801
"9923",5686102,5686652,"-","H37Rv",3802
"1903",5686652,5687202,"+","H37Rv",3803
"9924",5686652,5687202,"-","H37Rv",3804
"1904",5687202,5687752,"+","H37Rv",3805
"9925",5687202,5687752,"-","H37Rv",3806
"1905",5687752,5688302,"+","H37Rv",3807
"9926",5687752,5688302,"-","H37Rv",3808
"1906",5688302,5688852,"+","H37Rv",3809
"9927",5688302,5688852,"-","H37Rv",3810
"1907",5688852,5689402,"+","H37Rv",3811
"9928",5688852,5689402,"-","H37Rv",3812
"1908",5689402,5689952,"+","H37Rv",3813
"9929",5689402,5689952,"-","H37Rv",3814
"1909",5689952,5690502,"+","H37Rv",3815
"9930",5689952,5690502,"-","H37Rv",3816
"1910",5690502,5691052,"+","H37Rv",3817
"9931",5690502,5691052,"-","H37Rv",3818
"1911",5691052,5691602,"+","H37Rv",3819
"9932",5691052,5691602,"-","H37Rv",3820
"1912",5691602,5692152,"+","H37Rv",3821
"9933",5691602,5692152,"-","H37Rv",3822
"1913",5692152,5692702,"+","H37Rv",3823
"9934",5692152,5692702,"-","H37Rv",3824
"1914",5692702,5693252,"+","H37Rv",3825
"9935",5692702,5693252,"-","H37Rv",3826
"1915",5693252,5693802,"+","H37Rv",3827
"9936",5693252,5693802,"-","H37Rv",3828
"1916",5693802,5694352,"+","H37Rv",3829
"9937",5693802,5694352,"-","H37Rv",3830
"1917",5694352,5694902,"+","H37Rv",3831
"9938",5694352,5694902,"-","H37Rv",3832
"1918",5694902,5695452,"+","H37Rv",3833
"9939",5694902,5695452,"-","H37Rv",3834
"1919",5695452,5696002,"+","H37Rv",3835
"9940",5695452,5696002,"-","H37Rv",3836
"1920",5696002,5696552,"+","H37Rv",3837
"9941",5696002,5696552,"-","H37Rv",3838
"1921",5696552,5697102,"+","H37Rv",3839
"9942",5696552,5697102,"-","H37Rv",3840
"1922",5697102,5697652,"+","H37Rv",3841
"9943",5697102,5697652,"-","H37Rv",3842
"1923",5697652,5698202,"+","H37Rv",3843
"9944",5697652,5698202,"-","H37Rv",3844
"1924",5698202,5698752,"+","H37Rv",3845
"9945",5698202,5698752,"-","H37Rv",3846
"1925",5698752,5699302,"+","H37Rv",3847
"9946",5698752,5699302,"-","H37Rv",3848
"1926",5699302,5699852,"+","H37Rv",3849
"9947",5699302,5699852,"-","H37Rv",3850
"1927",5699852,5700402,"+","H37Rv",3851
"9948",5699852,5700402,"-","H37Rv",3852
"1928",5700402,5700952,"+","H37Rv",3853
"9949",5700402,5700952,"-","H37Rv",3854
"1929",5700952,5701502,"+","H37Rv",3855
"9950",5700952,5701502,"-","H37Rv",3856
"1930",5701502,5702052,"+","H37Rv",3857
"9951",5701502,5702052,"-","H37Rv",3858
"1931",5702052,5702602,"+","H37Rv",3859
"9952",5702052,5702602,"-","H37Rv",3860
"1932",5702602,5703152,"+","H37Rv",3861
"9953",5702602,5703152,"-","H37Rv",3862
"1933",5703152,5703702,"+","H37Rv",3863
"9954",5703152,5703702,"-","H37Rv",3864
"1934",5703702,5704252,"+","H37Rv",3865
"9955",5703702,5704252,"-","H37Rv",3866
"1935",5704252,5704802,"+","H37Rv",3867
"9956",5704252,5704802,"-","H37Rv",3868
"1936",5704802,5705352,"+","H37Rv",3869
"9957",5704802,5705352,"-","H37Rv",3870
"1937",5705352,5705902,"+","H37Rv",3871
"9958",5705352,5705902,"-","H37Rv",3872
"1938",5705902,5706452,"+","H37Rv",3873
"9959",5705902,5706452,"-","H37Rv",3874
"1939",5706452,5707002,"+","H37Rv",3875
"9960",5706452,5707002,"-","H37Rv",3876
"1940",5707002,5707552,"+","H37Rv",3877
"9961",5707002,5707552,"-","H37Rv",3878
"1941",5707552,5708102,"+","H37Rv",3879
"9962",5707552,5708102,"-","H37Rv",3880
"1942",5708102,5708652,"+","H37Rv",3881
"9963",5708102,5708652,"-","H37Rv",3882
"1943",5708652,5709202,"+","H37Rv",3883
"9964",5708652,5709202,"-","H37Rv",3884
"1944",5709202,5709752,"+","H37Rv",3885
"9965",5709202,5709752,"-","H37Rv",3886
"1945",5709752,5710302,"+","H37Rv",3887
"9966",5709752,5710302,"-","H37Rv",3888
"1946",5710302,5710852,"+","H37Rv",3889
