Table S2: Data for individual TA sites in the M. tuberculosis H37Rv genome (NC_018143.1).,,,,,,,,,,,,,
Coordinate,Matches Non Permissive Motif,Num. of Datasets with Insertions,Sum of Normalized Read Counts,Mean Normalized Read Count Among Replicates With Insertions,Low Coverage Site,ORF ID,tRNA,rRNA,DNA-Methylation-Site,TRIT-Site,5pUTR,Promoter,Essentiality State
1477093,,11,255,23.2,TRUE,,,,,,,,NE
1477119,TRUE,1,4.4,4.4,TRUE,,,,,,,,NE
1477222,,6,305.6,50.9,,Rv1316c,,,,,,,NE
1477354,,10,1110.7,111.1,,Rv1316c,,,,,,,NE
1477372,,3,281.7,93.9,,Rv1316c,,,,,,,NE
1477398,,13,1614.2,124.2,,Rv1316c,,,,,,,NE
1477468,,13,4782.8,367.9,,Rv1316c,,,,,,,NE
1477540,,14,10684.5,763.2,,Rv1316c,,,,,,,NE
1477596,,12,1140.7,95.1,,Rv1316c,,,,,,,NE
1477613,TRUE,7,247.3,35.3,,Rv1316c,,,,,,,NE
1477627,,5,550.6,110.1,,Rv1316c,,,,,,,NE
1477667,,11,895.2,81.4,,Rv1317c,,,,,,,NE
1477707,,14,5978.3,427,,Rv1317c,,,,,,,NE
1477886,,12,1192.9,99.4,,Rv1317c,,,,,,,NE
1477970,,13,2351,180.8,,Rv1317c,,,,,,,NE
1478088,,9,1060.5,117.8,,Rv1317c,,,,,,,NE
1478135,,13,1874.1,144.2,,Rv1317c,,,,,,,NE
1478408,,12,1567.9,130.7,,Rv1317c,,,,,,,NE
1478421,,9,703,78.1,,Rv1317c,,,,,,,NE
1478513,TRUE,2,14.7,7.3,,Rv1317c,,,,,,,NE
1478790,,13,662.7,51,,Rv1317c,,,,,,,NE
1478878,,14,2009,143.5,,Rv1317c,,,,,,,NE
1479027,,12,1843.4,153.6,,Rv1317c,,,,,,,NE
1479099,,10,593.4,59.3,,Rv1317c,,,,,,,NE
1479136,,14,4516,322.6,,,,,,,,,NE
1479206,,12,2182,181.8,,Rv1318c,,,,,,,NE
1479210,,14,4151.9,296.6,,Rv1318c,,,,,,,NE
1479282,,6,381.2,63.5,,Rv1318c,,,,,,,NE
1479419,,12,2285.7,190.5,,Rv1318c,,,,,,,NE
1479523,TRUE,0,0,0,,Rv1318c,,,,,,,NE
1479592,TRUE,3,76.4,25.5,,Rv1318c,,,,,,,NE
1479937,,14,1952.6,139.5,,Rv1318c,,,,,,,NE
1480141,,13,3098.1,238.3,,Rv1318c,,,,,,,NE
1480260,,12,2646.7,220.6,,Rv1318c,,,,,,,NE
1480268,,14,2667.1,190.5,,Rv1318c,,,,,,,NE
1480288,,14,1368.7,97.8,,Rv1318c,,,,,,,NE
1480349,,13,1065.4,82,,Rv1318c,,,,,,,NE
1480508,,14,10982.9,784.5,,Rv1318c,,,,,,,NE
1480512,,13,1616.6,124.4,,Rv1318c,,,,,,,NE
1480528,,12,1995.2,166.3,,Rv1318c,,,,,,,NE
1480538,,14,2704.7,193.2,,Rv1318c,,,,,,,NE
1480546,,4,45.6,11.4,,Rv1318c,,,,,,,NE
1480618,,11,1516.8,137.9,,Rv1318c,,,,,,,NE
1480687,,0,0,0,,Rv1318c,,,,,,,NE
1480739,,7,570.1,81.4,,Rv1318c,,,,,,,NE
1480844,,14,3221.9,230.1,,,,,,,,,NE
1480901,,13,929.7,71.5,,Rv1319c,,,,,,,NE
1481017,,14,6014.1,429.6,,Rv1319c,,,,,,,NE
1481093,,12,1342,111.8,,Rv1319c,,,DNAMethylation-120,,,,NE
1481197,,5,149.9,30,,Rv1319c,,,,,,,NE
1481446,,14,2227.5,159.1,,Rv1319c,,,,,,,NE
1481719,TRUE,4,349,87.3,,Rv1319c,,,,,,,NE
1481776,,14,6636.5,474,,Rv1319c,,,,,,,NE
1481783,,13,4295.9,330.5,,Rv1319c,,,,,,,NE
1481827,,9,1495.1,166.1,,Rv1319c,,,,,,,NE
1481904,,7,403.5,57.6,,Rv1319c,,,,,,,NE
1481911,,5,397.7,79.5,,Rv1319c,,,,,,,NE
1481942,,11,3544.7,322.2,,Rv1319c,,,,,,,NE
1481956,,8,363.7,45.5,,Rv1319c,,,,,,,NE
1481973,,14,2661.9,190.1,,Rv1319c,,,,,,,NE
1481992,,14,3298.3,235.6,,Rv1319c,,,,,,,NE
1482004,,13,1218,93.7,,Rv1319c,,,,,,,NE
1482023,,12,572.4,47.7,,Rv1319c,,,,,,,NE
1482051,TRUE,0,0,0,,Rv1319c,,,,,,,NE
1482151,,14,2863.3,204.5,,Rv1319c,,,,,,,NE
1482178,TRUE,7,592.4,84.6,,Rv1319c,,,,,,,NE
1482185,,11,5757.1,523.4,,Rv1319c,,,,,,,NE
1482215,,14,1390.1,99.3,,Rv1319c,,,,,,,NE
1482260,,13,2428.2,186.8,,Rv1319c,,,,,,,NE
1482267,,14,7295.8,521.1,,Rv1319c,,,,,,,NE
1482295,,11,907.5,82.5,,Rv1319c,,,,,,,NE
1482336,,14,4127.2,294.8,,Rv1319c,,,,,,,NE
1482338,,13,1542.9,118.7,,Rv1319c,,,,,,,NE
1482364,,11,1511.4,137.4,,Rv1319c,,,,,,,NE
1482416,,14,2901.2,207.2,,Rv1319c,,,,,,,NE
1482521,,13,2645.1,203.5,,Rv1320c,,,,,5pUTR-Rv1319c,,NE
1482545,,10,1078.8,107.9,,Rv1320c,,,,,5pUTR-Rv1319c,,NE
1482586,,14,2378.3,169.9,,Rv1320c,,,,,5pUTR-Rv1319c,,NE
1482679,,2,152.7,76.3,,Rv1320c,,,,,5pUTR-Rv1319c,PROM-617,NE
1482752,,5,174.5,34.9,,Rv1320c,,,,,,PROM-617,NE
1482812,,13,2270,174.6,,Rv1320c,,,,,,,NE
1482865,TRUE,0,0,0,,Rv1320c,,,,,,,NE
1482904,TRUE,1,49.1,49.1,,Rv1320c,,,,,,,NE
1483048,,10,381.7,38.2,,Rv1320c,,,,,,,NE
1483069,,13,3145.5,242,,Rv1320c,,,,,,,NE
1483234,,11,1700.6,154.6,,Rv1320c,,,,,,,NE
1483285,,14,5486.4,391.9,,Rv1320c,,,,,,,NE
1483312,,11,786.4,71.5,,Rv1320c,,,,,,,NE
1483330,,12,6617.9,551.5,,Rv1320c,,,,,,,NE
1483345,,12,906.3,75.5,,Rv1320c,,,,,,,NE
1483494,,12,1934.7,161.2,,Rv1320c,,,,,,,NE
1483534,,14,3808,272,,Rv1320c,,,,,,,NE
1483654,,8,318.6,39.8,,Rv1320c,,,,,,,NE
1483661,,13,2902.8,223.3,,Rv1320c,,,,,,,NE
1483719,,7,269.7,38.5,,Rv1320c,,,,,,,NE
1483742,,14,5012.1,358,,Rv1320c,,,,,,,NE
1483747,,12,2152.6,179.4,,Rv1320c,,,,,,,NE
1483813,,14,3836.9,274.1,,Rv1320c,,,,,,,NE
1483901,,14,5051.7,360.8,,Rv1320c,,,,,,PROM-144,NE
1483912,,13,2459.8,189.2,,Rv1320c,,,,,,PROM-144,NE
1483931,,9,380.8,42.3,,Rv1320c,,,,,5pUTR-Rv1321,PROM-144,NE
1484008,,14,5178.2,369.9,,Rv1320c,,,,,5pUTR-Rv1321,,NE
1484076,,14,5492.4,392.3,,Rv1320c,,,,,5pUTR-Rv1321,,NE
1484080,,14,3083.3,220.2,,Rv1320c,,,,,5pUTR-Rv1321,,NE
1484132,,14,1107.3,79.1,,Rv1320c,,,,,5pUTR-Rv1321,,NE
1484237,,14,5581,398.6,,,,,,,"5pUTR-Rv1321,5pUTR-Rv1320c",PROM-1419,NE
1484256,,14,3644.1,260.3,,,,,,,"5pUTR-Rv1321,5pUTR-Rv1320c,5pUTR-Rv1321_2",PROM-1419,NE
1484281,,13,2011.3,154.7,,,,,,,"5pUTR-Rv1321,5pUTR-Rv1320c,5pUTR-Rv1321_2",PROM-1419,NE
1484301,,14,3888.3,277.7,,Rv1321,,,,,5pUTR-Rv1320c,PROM-1419,NE
1484327,,14,3438.9,245.6,,Rv1321,,,,,5pUTR-Rv1320c,PROM-1001,NE
1484403,,14,6361.7,454.4,,Rv1321,,,,,,PROM-1001,NE
1484423,,14,2648.2,189.2,,Rv1321,,,,,,PROM-1001,NE
1484533,,9,571.9,63.5,,Rv1321,,,,,,,NE
1484557,,13,1602.8,123.3,,Rv1321,,,,,,,NE
1484657,,11,1348.8,122.6,,Rv1321,,,,,,,NE
1484678,,14,2362.7,168.8,,Rv1321,,,,,,,NE
1484792,,8,436.7,54.6,,Rv1321,,,,,,,NE
1484918,,13,2674.8,205.8,,Rv1321,,,,,,,NE
1484941,TRUE,0,0,0,,Rv1321,,,,,,PROM-1709,NE
1484951,,6,103.1,17.2,,Rv1321,,,,,,PROM-1709,NE
1484976,,8,276.5,34.6,,,,,,,,PROM-1709,NE
1485081,,14,2873.8,205.3,,Rv1322,,,,,,,NE
1485088,,14,1586.3,113.3,,Rv1322,,,,,,,NE
1485123,,14,2152.5,153.7,,Rv1322,,,,,,,NE
1485161,,3,156.4,52.1,,Rv1322,,,,,,,NE
1485175,,13,2561.8,197.1,,Rv1322,,,,,,,NE
1485282,,12,1620.5,135,,Rv1322,,,,,,,NE
1485320,,12,3161.7,263.5,,Rv1322A,,,,,,,NE
1485419,,13,755.9,58.1,,Rv1322A,,,,,,,NE
1485529,,9,376.9,41.9,,Rv1322A,,,,,,,NE
1485665,,12,1051.1,87.6,,Rv1322A,,,,,5pUTR-Rv1323_2,"PROM-472,PROM-724",NE
1485702,,13,1423.1,109.5,,Rv1322A,,,,,"5pUTR-Rv1323_2,5pUTR-Rv1323_3","PROM-472,PROM-724",NE
1485724,,14,2727.4,194.8,,Rv1322A,,,,,"5pUTR-Rv1323_2,5pUTR-Rv1323_3","PROM-472,PROM-724",NE
1485735,,12,771.4,64.3,,Rv1322A,,,,,"5pUTR-Rv1323_2,5pUTR-Rv1323_3",PROM-724,NE
1485785,TRUE,5,37.2,7.4,,,,,,,"5pUTR-Rv1323_2,5pUTR-Rv1323_3",PROM-62,NE
1485851,,14,4109.4,293.5,,,,,,,"5pUTR-Rv1323,5pUTR-Rv1323_2,5pUTR-Rv1323_3",PROM-62,NE
1485857,,13,2584.5,198.8,,,,,,,"5pUTR-Rv1323,5pUTR-Rv1323_2,5pUTR-Rv1323_3",PROM-62,NE
1485888,,12,1515.7,126.3,,Rv1323,,,DNAMethylation-121,,,,NE
1485957,,13,1283.7,98.7,,Rv1323,,,,,,,NE
1486003,,14,7139.9,510,,Rv1323,,,,,,,NE
1486236,,11,828.3,75.3,,Rv1323,,,,,,,NE
1486249,,13,2775.2,213.5,,Rv1323,,,,,,,NE
1486255,,14,4199.8,300,,Rv1323,,,,,,,NE
1486266,,6,174.7,29.1,,Rv1323,,,,,,,NE
1486288,,12,1024.8,85.4,,Rv1323,,,,,,,NE
1486387,,10,1240,124,,Rv1323,,,,,,,NE
1486436,,10,2255.2,225.5,,Rv1323,,,,,,,NE
1486673,TRUE,1,3.3,3.3,,Rv1323,,,,,,,NE
1486838,,5,232.5,46.5,,Rv1323,,,,,,,NE
1486934,,14,2319.3,165.7,,Rv1323,,,,,,,NE
1487021,,14,2191.7,156.6,,Rv1323,,,,,,,NE
1487035,TRUE,0,0,0,,Rv1323,,,,,,,NE
1487077,,0,0,0,,,,,,,,,NE
1487093,,14,2219.6,158.5,,,,,,,,,NE
1487396,,10,719.7,72,,Rv1324,,,,,,,NE
1487442,,1,4.5,4.5,,Rv1324,,,,,,,NE
1487469,TRUE,4,58.6,14.6,,Rv1324,,,,,,,NE
1487501,,6,370.8,61.8,,Rv1324,,,,,,,NE
1487740,,7,359.1,51.3,,Rv1324,,,,,,,NE
1488076,,6,2384.4,397.4,,Rv1324,,,,,,,NE
1488112,,3,88.6,29.5,TRUE,,,,,"terminator10012,terminator10087",,,NE
1488128,,2,62,31,TRUE,,,,,"terminator10012,terminator10087",,,NE
1488161,,3,87.9,29.3,TRUE,Rv1325c,,,,terminator10087,,,NE
1488222,,4,149.7,37.4,TRUE,Rv1325c,,,,,,,NE
1488657,TRUE,0,0,0,TRUE,Rv1325c,,,,,,,NE
1488690,TRUE,0,0,0,TRUE,Rv1325c,,,,,,,NE
1488993,TRUE,1,7.7,7.7,TRUE,Rv1325c,,,,,,,NE
1489486,,7,120.4,17.2,TRUE,Rv1325c,,,,,,,NE
1489556,,11,312,28.4,TRUE,Rv1325c,,,,,,,NE
1489712,,10,238.7,23.9,TRUE,Rv1325c,,,,,,,NE
1489731,,11,729.4,66.3,,Rv1325c,,,,,,,NE
1489787,,12,1289.6,107.5,,Rv1325c,,,,,,,NE
1489960,,10,1140,114,,Rv1325c,,,,,,,NE
1490000,,12,279,23.2,,,,,,,5pUTR-Rv1325c,,NE
1490014,,14,2689.6,192.1,,,,,,,5pUTR-Rv1325c,,NE
1490024,TRUE,8,418.7,52.3,,,,,,,5pUTR-Rv1325c,,NE
1490030,TRUE,0,0,0,TRUE,,,,,,5pUTR-Rv1325c,,NE
1490037,,8,195,24.4,TRUE,,,,,,5pUTR-Rv1325c,,NE
1490124,,8,240.2,30,TRUE,Rv1326c,,,,,5pUTR-Rv1325c,,NE
1490247,,0,0,0,TRUE,Rv1326c,,,,,5pUTR-Rv1325c,,ES
1490263,,0,0,0,TRUE,Rv1326c,,,,,5pUTR-Rv1325c,,ES
1490310,,1,2.1,2.1,TRUE,Rv1326c,,,,,5pUTR-Rv1325c,,ES
1490373,,0,0,0,TRUE,Rv1326c,,,,,5pUTR-Rv1325c,PROM-483,ES
1490380,,0,0,0,TRUE,Rv1326c,,,,,5pUTR-Rv1325c,PROM-483,ES
1490427,,1,8.4,8.4,TRUE,Rv1326c,,,,,,PROM-483,ES
1490447,,0,0,0,TRUE,Rv1326c,,,,,,PROM-483,ES
1490475,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1490634,,1,6.7,6.7,TRUE,Rv1326c,,,,,,,ES
1490647,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1490745,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1490763,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1490796,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1490805,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1490826,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491057,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491062,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491066,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491119,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491126,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491140,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491183,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491231,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491384,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491387,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491402,,1,1,1,TRUE,Rv1326c,,,,,,,ES
1491457,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491477,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491507,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491546,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491618,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491694,TRUE,1,1,1,TRUE,Rv1326c,,,,,,,ES
1491729,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1491770,,1,7.7,7.7,TRUE,Rv1326c,,,,,,,ES
1491907,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492008,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492044,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492062,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492138,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492192,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492203,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492243,,0,0,0,TRUE,Rv1326c,,,,,,,ES
1492360,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492420,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492441,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492455,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492483,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492523,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492600,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492643,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492680,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492682,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492715,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492759,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492777,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492822,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492831,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492957,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1492974,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493026,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493032,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493065,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493207,TRUE,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493242,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493278,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493290,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493314,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493486,TRUE,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493507,TRUE,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493608,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493676,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493728,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493809,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493916,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1493964,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1494009,,2,16.1,8.1,TRUE,Rv1327c,,,,,,,ES
1494018,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1494226,TRUE,0,0,0,TRUE,Rv1327c,,,,,,,ES
1494241,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1494337,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1494339,,0,0,0,TRUE,Rv1327c,,,,,,,ES
1494444,,13,2728.3,209.9,,,,,,,5pUTR-Rv1327c,PROM-940,NE
1494480,TRUE,1,1,1,,,,,,,,PROM-940,NE
1494489,,14,4113.9,293.8,,,,,,,,PROM-940,NE
1494492,,8,2994.7,374.3,,,,,,,,PROM-940,NE
1494556,,12,898.1,74.8,,,,,,,,PROM-2020,NE
1494561,,13,787.9,60.6,,,,,,,,PROM-2020,NE
1494590,,7,305.8,43.7,,Rv1328,,,,,,PROM-2020,NE
1494607,,13,328.7,25.3,,Rv1328,,,,,,PROM-2020,NE
1494641,,8,139.6,17.5,,Rv1328,,,,,,,NE
1494834,,10,226.1,22.6,,Rv1328,,,,,,,NE
1494855,,10,236,23.6,,Rv1328,,,,,,,NE
1494880,TRUE,3,74.8,24.9,,Rv1328,,,,,,,NE
1494912,,10,458.1,45.8,,Rv1328,,,,,,,NE
1494934,TRUE,0,0,0,,Rv1328,,,,,,,NE
1494950,,11,1204.1,109.5,,Rv1328,,,,,,,NE
1494954,,11,642.8,58.4,,Rv1328,,,,,,,NE
1495038,,13,2182.1,167.9,,Rv1328,,,,,,,NE
1495041,,10,372.3,37.2,,Rv1328,,,,,,,NE
1495053,,6,44.9,7.5,,Rv1328,,,,,,,NE
1495070,,2,27.5,13.7,,Rv1328,,,,,,,NE
1495098,,11,625.5,56.9,,Rv1328,,,,,,,NE
1495216,TRUE,1,27.7,27.7,,Rv1328,,,,,,,NE
1495229,,9,1372.5,152.5,,Rv1328,,,,,,,NE
1495259,,4,65.7,16.4,,Rv1328,,,,,,,NE
1495305,,13,528.9,40.7,,Rv1328,,,,,,,NE
1495380,,12,556.1,46.3,,Rv1328,,,,,,,NE
1495544,,14,1790.2,127.9,,Rv1328,,,,,,,NE
1495596,,9,778.1,86.5,,Rv1328,,,,,,,NE
1496130,,13,1387.3,106.7,,Rv1328,,,,,,,NE
1496212,,9,589.6,65.5,,Rv1328,,,,,,,NE
1496325,,13,498.6,38.4,,Rv1328,,,,,,,NE
1496352,,10,475,47.5,,Rv1328,,,,,,,NE
1496395,,4,83.3,20.8,,Rv1328,,,,,,,NE
1496408,,6,89.9,15,,Rv1328,,,,,,,NE
1496432,,1,1.7,1.7,,Rv1328,,,,,,,NE
1496481,,8,177.8,22.2,,Rv1328,,,,,,,NE
1496506,,8,278.3,34.8,,Rv1328,,,,,,,NE
1496568,,12,1962.2,163.5,,Rv1328,,,,,,,NE
1496604,,8,131.9,16.5,,Rv1328,,,,,,,NE
1496641,,6,92.3,15.4,,Rv1328,,,,,,,NE
1496657,,10,709.6,71,,Rv1328,,,,,,,NE
1496662,,14,940.6,67.2,,Rv1328,,,,,,,NE
1496709,,10,447.8,44.8,,Rv1328,,,,,,,NE
1496721,,13,680.8,52.4,,Rv1328,,,,,,,NE
1496724,,11,1002.4,91.1,,Rv1328,,,,,,,NE
1496796,,5,55.7,11.1,,Rv1328,,,,,,,NE
1496867,,12,307.8,25.7,,Rv1328,,,,,,,NE
1496983,,12,868.9,72.4,,Rv1328,,,,,,,NE
1497014,,6,195.6,32.6,,Rv1328,,,,,,,NE
1497036,,8,100.9,12.6,,Rv1328,,,,,,,NE
1497087,,7,255.1,36.4,,Rv1328,,,,,,,NE
1497187,,1,2.1,2.1,,,,,,"terminator10054,terminator10132",,,NE
1497202,,1,6,6,,Rv1329c,,,,"terminator10054,terminator10132",,,NE
1497310,,9,2045.7,227.3,,Rv1329c,,,,,,,NE
1497320,TRUE,2,30.2,15.1,,Rv1329c,,,,,,,NE
1497372,,8,578.6,72.3,,Rv1329c,,,,,,,NE
1497629,,14,3012.7,215.2,,Rv1329c,,,,,,,NE
1497826,,12,1900.7,158.4,,Rv1329c,,,,,,,NE
1497960,,14,3147.8,224.8,,Rv1329c,,,,,,,NE
1498011,TRUE,2,135.4,67.7,,Rv1329c,,,,,,,NE
1498094,TRUE,8,373.7,46.7,,Rv1329c,,,,,,,NE
1498130,TRUE,3,131.8,43.9,,Rv1329c,,,,,,,NE
1498137,,10,865.9,86.6,,Rv1329c,,,,,,,NE
1498149,,7,182.2,26,,Rv1329c,,,,,,,NE
1498199,TRUE,1,15.4,15.4,,Rv1329c,,,,,,,NE
1498249,,14,2071.1,147.9,,Rv1329c,,,,,,,NE
1498319,,6,996.2,166,,Rv1329c,,,,,,,NE
1498388,,6,356,59.3,,Rv1329c,,,,,,,NE
1498422,TRUE,0,0,0,,Rv1329c,,,,,,,NE
1498488,,10,379.7,38,,Rv1329c,,,,,,,NE
1498676,,13,4625.9,355.8,,Rv1329c,,,,,,,NE
1498722,TRUE,1,13.8,13.8,,Rv1329c,,,,,,,NE
1498843,,8,600.8,75.1,,Rv1329c,,,,,,,NE
1498908,,5,507.7,101.5,,Rv1329c,,,,,,,NE
1499020,,13,2282.1,175.5,,Rv1329c,,,,,,,NE
1499091,TRUE,3,49.6,16.5,,Rv1329c,,,,,,,NE
1499181,TRUE,2,17.6,8.8,,Rv1329c,,,,,,,NE
1499335,,7,509.9,72.8,,Rv1330c,,,,,,,NE
1499342,TRUE,0,0,0,,Rv1330c,,,,,,,NE
1499499,,11,1016.7,92.4,,Rv1330c,,,,,,,NE
1499522,,14,1199.2,85.7,,Rv1330c,,,,,,,NE
1499531,,6,230.7,38.4,,Rv1330c,,,,,,,NE
1499547,,12,2344.2,195.4,,Rv1330c,,,,,,,NE
1499604,,13,2801.8,215.5,,Rv1330c,,,,,,,NE
1499690,,10,771.4,77.1,,Rv1330c,,,,,,,NE
1499726,,6,379,63.2,,Rv1330c,,,,,,,NE
1499814,,14,8781.7,627.3,,Rv1330c,,,,,,,NE
1499818,,14,2095,149.6,,Rv1330c,,,,,,,NE
1499836,,8,268.6,33.6,,Rv1330c,,,,,,,NE
1499885,,6,363.2,60.5,,Rv1330c,,,,,,,NE
1499961,,4,86.4,21.6,,Rv1330c,,,,,,,NE
1500007,,10,524.6,52.5,,Rv1330c,,,,,,,NE
1500009,,14,2797.3,199.8,,Rv1330c,,,,,,,NE
1500191,,1,41.5,41.5,,Rv1330c,,,,,,,NE
1500219,,13,2197,169,,Rv1330c,,,,,,,NE
1500237,,10,271,27.1,,Rv1330c,,,,,,,NE
1500247,TRUE,0,0,0,,Rv1330c,,,,,,,NE
1500276,,14,1148.4,82,,Rv1330c,,,,,,,NE
1500387,,3,74,24.7,,Rv1330c,,,,,,,NE
1500486,,14,2110.3,150.7,,Rv1330c,,,,,,,NE
1500627,TRUE,2,48.9,24.5,,,,,,,,PROM-1586,NE
1500655,TRUE,4,333.2,83.3,,,,,,,,PROM-1586,NE
1500699,,14,3725,266.1,,Rv1331,,,,,,PROM-1586,NE
1500790,,14,4314.1,308.2,,Rv1331,,,,,,,NE
1500799,,14,6484.2,463.2,,Rv1331,,,,,,,NE
1500823,,6,162.3,27,,Rv1331,,,,,,,NE
1500873,,12,1931.7,161,,Rv1331,,,,,,,NE
1500983,,9,119.1,13.2,,Rv1332,,,,,,,NE
1501226,,8,661.3,82.7,,Rv1332,,,,,,,NE
1501321,,4,35.7,8.9,,Rv1332,,,,,,,NE
1501353,,8,523.4,65.4,,Rv1332,,,,,,,NE
1501356,,13,836.8,64.4,,Rv1332,,,,,,,NE
1501529,,12,1243.7,103.6,,Rv1332,,,,,,,NE
1501556,,14,2874.4,205.3,,Rv1332,,,,,,,NE
1501647,,9,508.9,56.5,,Rv1333,,,,,,,NE
1501842,,11,882.7,80.2,,Rv1333,,,,,,,NE
1501879,,10,737.5,73.8,,Rv1333,,,,,,,NE
1501998,,5,265.3,53.1,,Rv1333,,,,,,,NE
1502105,TRUE,6,669.6,111.6,,Rv1333,,,,,,,NE
1502146,,14,3357.8,239.8,,Rv1333,,,,,,,NE
1502203,,12,1789.3,149.1,,Rv1333,,,,,,,NE
1502263,,14,5491.5,392.2,,Rv1333,,,,,,,NE
1502300,,11,652.1,59.3,,Rv1333,,,,,,,NE
1502455,TRUE,3,35.9,12,,Rv1333,,,,,,,NE
1502587,TRUE,0,0,0,,Rv1333,,,,,,,NE
1502596,,12,781.4,65.1,,Rv1333,,,,,,,NE
1502604,,14,5838.3,417,,Rv1333,,,,,,,NE
1502655,,14,1222.9,87.4,,Rv1334,,,,,,,NE
1502671,,14,2909.4,207.8,,Rv1334,,,,,,,NE
1502793,,11,3323.8,302.2,,Rv1334,,,,,,,NE
1502830,,14,2029.7,145,,Rv1334,,,,,,,NE
1502871,,8,822,102.8,,Rv1334,,,,,,,NE
1502905,,14,4962.8,354.5,,Rv1334,,,,,,,NE
1502932,,14,1710,122.1,,Rv1334,,,,,,,NE
1502943,,10,520.8,52.1,,Rv1334,,,,,,,NE
1502980,,14,4851.8,346.6,,Rv1334,,,,,,,GA
1503020,,14,7892.1,563.7,,Rv1334,,,,,,,GA
1503028,,13,1365.2,105,,Rv1334,,,,,,,GA
1503082,,12,1458.3,121.5,,Rv1334,,,,,,,GA
1503122,,12,2439.3,203.3,,Rv1335,,,,,,,GA
1503186,,11,1656.1,150.6,,Rv1335,,,,,,,GA
1503223,,14,5192.7,370.9,,Rv1335,,,,,,,GA
1503267,,14,13511.8,965.1,,Rv1335,,,,,,,GA
1503292,,14,10342.6,738.8,,Rv1335,,,,,,,GA
1503409,,14,5355.1,382.5,,Rv1336,,,,,,,GA
1503682,TRUE,9,606.4,67.4,,Rv1336,,,,,,,GA
